Sipm DAC Count, measurement
4000, 88.07022900763359
3990, 86.98012232415903
3980, 87.80763358778626
3970, 86.88667687595712
3960, 87.10397553516819
3950, 86.94946401225116
3940, 87.19724770642202
3930, 86.51987767584097
3920, 87.49847094801223
3910, 87.58256880733946
3900, 86.91896024464832
3890, 87.31957186544342
3880, 88.00305810397553
3870, 88.06727828746178
3860, 86.806106870229
3850, 87.77981651376147
3840, 87.2308868501529
3830, 87.90978593272172
3820, 87.4915773353752
3810, 87.3302752293578
3800, 87.81957186544342
3790, 87.84097859327217
3780, 87.03211009174312
3770, 87.36544342507645
3760, 87.90992366412213
3750, 87.38226299694189
3740, 86.99847094801223
3730, 87.1788990825688
3720, 86.46330275229357
3710, 87.05045871559633
3700, 87.23358778625955
3690, 87.89127105666157
3680, 86.96636085626912
3670, 87.49388379204893
3660, 87.08256880733946
3650, 86.65290519877676
3640, 86.72824427480916
3630, 87.62079510703364
3620, 86.40672782874617
3610, 87.052067381317
3600, 86.87155963302752
3590, 87.5229357798165
3580, 87.45412844036697
3570, 87.29204892966361
3560, 87.68702290076335
3550, 87.3302752293578
3540, 87.01529051987768
3530, 86.8256880733945
3520, 87.48929663608563
3510, 86.71865443425077
3500, 87.12079510703364
3490, 86.78593272171254
3480, 87.11620795107034
3470, 86.72824427480916
3460, 87.75688073394495
3450, 87.56727828746178
3440, 86.9434250764526
3430, 87.26299694189602
3420, 87.49770290964778
3410, 87.36447166921899
3400, 87.18195718654434
3390, 87.18015267175572
3380, 87.10091743119266
3370, 87.13893129770992
3360, 86.29357798165138
3350, 87.00152905198777
3340, 86.81498470948013
3330, 85.85168195718654
3320, 87.32721712538226
3310, 87.77217125382263
3300, 86.9770642201835
3290, 87.94351145038168
3280, 87.88990825688073
3270, 87.11009174311927
3260, 87.41221374045801
3250, 86.45412844036697
3240, 86.99236641221374
3230, 87.30122324159021
3220, 87.60397553516819
3210, 87.3969465648855
3200, 87.12079510703364
3190, 87.26146788990826
3180, 87.21592649310873
3170, 87.64984709480122
3160, 87.16207951070336
3150, 88.06422018348624
3140, 87.94954128440367
3130, 87.88226299694189
3120, 87.08562691131499
3110, 86.8302752293578
3100, 86.95107033639144
3090, 87.64525993883792
3080, 86.98165137614679
3070, 87.85168195718654
3060, 87.14831804281346
3050, 87.05810397553516
3040, 86.89908256880734
3030, 87.48165137614679
3020, 88.20030581039755
3010, 87.64373088685015
3000, 88.65902140672783
2990, 91.17584097859327
2980, 95.41437308868501
2970, 96.6743119266055
2960, 99.07033639143731
2950, 100.40672782874617
2940, 103.09618320610687
2930, 111.58868501529052
2920, 113.81804281345566
2910, 117.06116207951071
2900, 120.2217125382263
2890, 123.78440366972477
2880, 125.80275229357798
2870, 129.3256880733945
2860, 132.69724770642202
2850, 135.63761467889907
2840, 137.63761467889907
2830, 141.59847328244274
2820, 147.31039755351682
2810, 151.46330275229357
2800, 154.06422018348624
2790, 159.40214067278288
2780, 165.70795107033638
2770, 169.6186830015314
2760, 174.9709480122324
2750, 182.70948012232415
2740, 187.5382262996942
2730, 191.4113149847095
2720, 195.86697247706422
2710, 201.74770642201835
2700, 207.3145038167939
2690, 223.60244648318042
2680, 217.96941896024464
2670, 222.60244648318042
2660, 227.75229357798165
2650, 234.22935779816513
2640, 239.60550458715596
2630, 245.07951070336392
2620, 250.5137614678899
2610, 254.45107033639144
2600, 260.5565749235474
2590, 266.04587155963304
2580, 272.5519877675841
2570, 277.45565749235476
