Timestamp, Measurement (uW)
1759345494, 25.959uW
1759345495, 25.952uW
1759345497, 25.962uW
1759345498, 25.967uW
1759345499, 25.977uW
1759345500, 25.987uW
1759345501, 26.000uW
1759345503, 26.017uW
1759345504, 26.022uW
1759345505, 26.023uW
1759345506, 26.032uW
1759345508, 26.042uW
1759345509, 26.050uW
1759345510, 26.064uW
1759345511, 26.072uW
1759345512, 26.081uW
1759345514, 26.091uW
1759345515, 26.095uW
1759345516, 26.092uW
1759345517, 26.082uW
1759345518, 26.069uW
1759345520, 26.063uW
1759345521, 26.047uW
1759345522, 26.026uW
1759345523, 26.011uW
1759345524, 26.003uW
1759345526, 25.995uW
1759345527, 25.992uW
1759345528, 25.978uW
1759345529, 25.977uW
1759345530, 25.978uW
1759345532, 25.972uW
1759345533, 25.955uW
1759345534, 25.942uW
1759345535, 25.923uW
1759345536, 25.917uW
1759345538, 25.900uW
1759345539, 25.895uW
1759345540, 25.887uW
1759345541, 25.888uW
1759345542, 25.886uW
1759345544, 25.881uW
1759345545, 25.869uW
1759345546, 25.853uW
1759345547, 25.844uW
1759345549, 25.830uW
1759345550, 25.834uW
1759345551, 25.834uW
1759345552, 25.834uW
1759345553, 25.834uW
1759345555, 25.832uW
1759345556, 25.828uW
1759345557, 25.830uW
1759345558, 25.833uW
1759345559, 25.841uW
1759345561, 25.845uW
1759345562, 25.870uW
1759345563, 25.898uW
1759345564, 25.915uW
1759345565, 25.927uW
1759345567, 25.934uW
1759345568, 25.966uW
1759345569, 25.980uW
1759345570, 25.994uW
1759345571, 26.017uW
1759345573, 26.017uW
1759345574, 26.019uW
1759345575, 26.023uW
1759345576, 26.042uW
1759345577, 26.053uW
1759345579, 26.071uW
1759345580, 26.071uW
1759345581, 26.069uW
1759345582, 26.078uW
1759345583, 26.079uW
1759345585, 26.088uW
1759345586, 26.106uW
1759345587, 26.124uW
1759345588, 26.132uW
1759345590, 26.136uW
1759345591, 26.133uW
1759345592, 26.137uW
1759345593, 26.133uW
1759345594, 26.128uW
1759345596, 26.127uW
1759345597, 26.123uW
1759345598, 26.118uW
1759345599, 26.117uW
1759345600, 26.111uW
1759345602, 26.099uW
1759345603, 26.096uW
1759345604, 26.091uW
1759345605, 26.086uW
1759345606, 26.079uW
1759345608, 26.060uW
1759345609, 26.044uW
1759345610, 26.028uW
1759345611, 26.011uW
1759345612, 25.998uW
1759345614, 25.983uW
1759345615, 25.979uW
1759345616, 25.969uW
1759345617, 25.959uW
1759345618, 25.950uW
1759345620, 25.943uW
1759345621, 25.938uW
1759345622, 25.929uW
1759345623, 25.940uW
1759345624, 25.940uW
1759345626, 25.944uW
1759345627, 25.955uW
1759345628, 25.969uW
1759345629, 25.987uW
1759345631, 26.009uW
1759345632, 26.031uW
1759345633, 26.045uW
1759345634, 26.066uW
1759345635, 26.072uW
1759345637, 26.073uW
1759345638, 26.073uW
1759345639, 26.073uW
1759345640, 26.071uW
1759345641, 26.081uW
1759345643, 26.087uW
1759345644, 26.084uW
1759345645, 26.096uW
1759345646, 26.101uW
1759345647, 26.099uW
1759345649, 26.114uW
1759345650, 26.115uW
1759345651, 26.124uW
1759345652, 26.123uW
1759345653, 26.135uW
1759345655, 26.150uW
1759345656, 26.150uW
1759345657, 26.144uW
1759345658, 26.142uW
1759345659, 26.137uW
1759345661, 26.131uW
1759345662, 26.137uW
1759345663, 26.146uW
1759345664, 26.151uW
1759345666, 26.164uW
1759345667, 26.174uW
1759345668, 26.185uW
1759345669, 26.191uW
1759345670, 26.187uW
1759345672, 26.186uW
1759345673, 26.192uW
1759345674, 26.191uW
1759345675, 26.193uW
1759345676, 26.183uW
1759345678, 26.169uW
1759345679, 26.154uW
1759345680, 26.143uW
1759345681, 26.134uW
1759345682, 26.123uW
1759345684, 26.105uW
1759345685, 26.098uW
1759345686, 26.093uW
1759345687, 26.071uW
1759345688, 26.054uW
1759345690, 26.037uW
1759345691, 26.023uW
1759345692, 25.999uW
1759345693, 25.985uW
1759345694, 25.977uW
1759345696, 25.961uW
1759345697, 25.950uW
1759345698, 25.936uW
1759345699, 25.921uW
1759345700, 25.916uW
1759345702, 25.912uW
1759345703, 25.920uW
1759345704, 25.919uW
1759345705, 25.916uW
1759345707, 25.915uW
1759345708, 25.907uW
1759345709, 25.913uW
1759345710, 25.919uW
1759345711, 25.925uW
1759345713, 25.919uW
1759345714, 25.912uW
1759345715, 25.902uW
1759345716, 25.895uW
1759345717, 25.886uW
1759345719, 25.873uW
1759345720, 25.862uW
1759345721, 25.849uW
1759345722, 25.854uW
1759345723, 25.852uW
1759345725, 25.867uW
1759345726, 25.882uW
1759345727, 25.895uW
1759345728, 25.906uW
1759345729, 25.918uW
1759345731, 25.927uW
1759345732, 25.945uW
1759345733, 25.962uW
1759345734, 25.971uW
1759345735, 25.984uW
1759345737, 25.978uW
1759345738, 25.982uW
1759345739, 25.977uW
1759345740, 25.981uW
1759345741, 25.978uW
1759345743, 25.975uW
1759345744, 25.988uW
1759345745, 25.987uW
1759345746, 25.970uW
1759345748, 25.972uW
1759345749, 25.960uW
1759345750, 25.958uW
1759345751, 25.951uW
1759345752, 25.939uW
1759345754, 25.937uW
1759345755, 25.936uW
1759345756, 25.937uW
1759345757, 25.942uW
1759345758, 25.938uW
1759345760, 25.927uW
1759345761, 25.935uW
1759345762, 25.940uW
1759345763, 25.951uW
1759345764, 25.962uW
1759345766, 25.981uW
1759345767, 25.992uW
1759345768, 26.003uW
1759345769, 26.010uW
1759345770, 26.014uW
1759345772, 26.016uW
1759345773, 26.025uW
1759345774, 26.019uW
1759345775, 26.032uW
1759345776, 26.040uW
1759345778, 26.050uW
1759345779, 26.053uW
1759345780, 26.057uW
1759345781, 26.051uW
1759345783, 26.057uW
1759345784, 26.054uW
1759345785, 26.043uW
1759345786, 26.044uW
1759345787, 26.036uW
1759345789, 26.044uW
1759345790, 26.058uW
1759345791, 26.066uW
1759345792, 26.069uW
1759345793, 26.062uW
1759345795, 26.061uW
1759345796, 26.064uW
1759345797, 26.054uW
1759345798, 26.049uW
1759345799, 26.047uW
1759345801, 26.050uW
1759345802, 26.036uW
1759345803, 26.025uW
1759345804, 26.011uW
1759345805, 25.999uW
1759345807, 25.990uW
1759345808, 25.986uW
1759345809, 25.991uW
1759345810, 26.000uW
1759345811, 26.016uW
1759345813, 26.024uW
1759345814, 26.030uW
1759345815, 26.042uW
1759345816, 26.057uW
1759345817, 26.074uW
1759345819, 26.095uW
1759345820, 26.103uW
1759345821, 26.112uW
1759345822, 26.124uW
1759345824, 26.128uW
1759345825, 26.124uW
1759345826, 26.130uW
1759345827, 26.137uW
1759345828, 26.152uW
1759345830, 26.149uW
1759345831, 26.162uW
1759345832, 26.160uW
1759345833, 26.168uW
1759345834, 26.166uW
1759345836, 26.177uW
1759345837, 26.168uW
1759345838, 26.169uW
1759345839, 26.156uW
1759345840, 26.151uW
1759345842, 26.149uW
1759345843, 26.151uW
1759345844, 26.143uW
1759345845, 26.147uW
1759345846, 26.140uW
1759345848, 26.117uW
1759345849, 26.109uW
1759345850, 26.093uW
1759345851, 26.078uW
1759345852, 26.070uW
1759345854, 26.057uW
1759345855, 26.044uW
1759345856, 26.032uW
1759345857, 26.033uW
1759345858, 26.007uW
1759345860, 25.997uW
1759345861, 25.995uW
1759345862, 25.988uW
1759345863, 26.001uW
1759345865, 26.001uW
1759345866, 26.003uW
1759345867, 26.010uW
1759345868, 26.014uW
1759345869, 26.010uW
1759345871, 26.020uW
1759345872, 26.034uW
1759345873, 26.042uW
1759345874, 26.051uW
1759345875, 26.057uW
1759345877, 26.065uW
1759345878, 26.088uW
1759345879, 26.111uW
1759345880, 26.127uW
1759345881, 26.144uW
1759345883, 26.180uW
1759345884, 26.203uW
1759345885, 26.217uW
1759345886, 26.238uW
1759345887, 26.255uW
1759345889, 26.260uW
1759345890, 26.260uW
1759345891, 26.267uW
1759345892, 26.262uW
1759345893, 26.269uW
1759345895, 26.261uW
1759345896, 26.264uW
1759345897, 26.265uW
1759345898, 26.255uW
1759345900, 26.231uW
1759345901, 26.219uW
1759345902, 26.195uW
1759345903, 26.168uW
1759345904, 26.161uW
1759345906, 26.150uW
1759345907, 26.128uW
1759345908, 26.116uW
1759345909, 26.109uW
1759345910, 26.111uW
1759345912, 26.105uW
1759345913, 26.097uW
1759345914, 26.088uW
1759345915, 26.077uW
1759345916, 26.070uW
1759345918, 26.059uW
1759345919, 26.052uW
1759345920, 26.036uW
1759345921, 26.038uW
1759345922, 26.031uW
1759345924, 26.016uW
1759345925, 26.008uW
1759345926, 25.994uW
1759345927, 26.003uW
1759345928, 26.001uW
1759345930, 26.003uW
1759345931, 26.012uW
1759345932, 26.014uW
1759345933, 26.019uW
1759345934, 26.015uW
1759345936, 26.023uW
1759345937, 26.035uW
1759345938, 26.028uW
1759345939, 26.040uW
1759345941, 26.040uW
1759345942, 26.049uW
1759345943, 26.049uW
1759345944, 26.040uW
1759345945, 26.041uW
1759345947, 26.040uW
1759345948, 26.043uW
1759345949, 26.040uW
1759345950, 26.044uW
1759345951, 26.030uW
1759345953, 26.017uW
1759345954, 26.013uW
1759345955, 25.995uW
1759345956, 25.993uW
1759345957, 25.996uW
1759345959, 26.009uW
1759345960, 26.015uW
1759345961, 26.025uW
1759345962, 26.024uW
1759345963, 26.026uW
1759345965, 26.047uW
1759345966, 26.060uW
1759345967, 26.062uW
1759345968, 26.083uW
1759345969, 26.092uW
1759345971, 26.100uW
1759345972, 26.113uW
1759345973, 26.116uW
1759345974, 26.128uW
1759345976, 26.141uW
1759345977, 26.146uW
1759345978, 26.147uW
1759345979, 26.147uW
1759345980, 26.138uW
1759345982, 26.131uW
1759345983, 26.120uW
1759345984, 26.112uW
1759345985, 26.105uW
1759345986, 26.091uW
1759345988, 26.084uW
1759345989, 26.077uW
1759345990, 26.082uW
1759345991, 26.069uW
1759345992, 26.066uW
1759345994, 26.078uW
1759345995, 26.092uW
1759345996, 26.090uW
1759345997, 26.097uW
1759345998, 26.092uW
1759346000, 26.093uW
1759346001, 26.085uW
1759346002, 26.081uW
1759346003, 26.074uW
1759346004, 26.067uW
1759346006, 26.072uW
1759346007, 26.073uW
1759346008, 26.084uW
1759346009, 26.076uW
1759346011, 26.077uW
1759346012, 26.068uW
1759346013, 26.062uW
1759346014, 26.066uW
1759346015, 26.058uW
1759346017, 26.048uW
1759346018, 26.029uW
1759346019, 26.025uW
1759346020, 26.028uW
1759346021, 26.027uW
1759346023, 26.019uW
1759346024, 26.012uW
1759346025, 26.015uW
1759346026, 26.023uW
1759346027, 26.018uW
1759346029, 26.028uW
1759346030, 26.036uW
1759346031, 26.032uW
1759346032, 26.040uW
1759346033, 26.052uW
1759346035, 26.056uW
1759346036, 26.061uW
1759346037, 26.074uW
1759346038, 26.072uW
1759346039, 26.086uW
1759346041, 26.063uW
1759346042, 26.060uW
1759346043, 26.049uW
1759346044, 26.057uW
1759346045, 26.061uW
1759346047, 26.057uW
1759346048, 26.056uW
1759346049, 26.057uW
1759346050, 26.062uW
1759346052, 26.066uW
1759346053, 26.074uW
1759346054, 26.066uW
1759346055, 26.056uW
1759346056, 26.053uW
1759346058, 26.051uW
1759346059, 26.045uW
1759346060, 26.030uW
1759346061, 26.011uW
1759346062, 26.006uW
1759346064, 26.003uW
1759346065, 26.006uW
1759346066, 26.003uW
1759346067, 25.996uW
1759346068, 26.002uW
1759346070, 26.004uW
1759346071, 26.000uW
1759346072, 25.995uW
1759346073, 25.997uW
1759346074, 26.000uW
1759346076, 25.998uW
1759346077, 26.003uW
1759346078, 25.996uW
1759346079, 25.994uW
1759346080, 25.997uW
1759346082, 25.997uW
1759346083, 25.994uW
1759346084, 25.997uW
1759346085, 26.003uW
1759346086, 26.001uW
1759346088, 25.997uW
1759346089, 25.990uW
1759346090, 25.977uW
1759346091, 25.978uW
1759346093, 25.969uW
1759346094, 25.959uW
1759346095, 25.954uW
1759346096, 25.940uW
1759346097, 25.931uW
1759346099, 25.924uW
1759346100, 25.911uW
1759346101, 25.905uW
1759346102, 25.896uW
1759346103, 25.897uW
1759346105, 25.911uW
1759346106, 25.908uW
1759346107, 25.918uW
1759346108, 25.940uW
1759346109, 25.953uW
1759346111, 25.969uW
1759346112, 25.983uW
1759346113, 25.997uW
1759346114, 25.998uW
1759346115, 26.003uW
1759346117, 25.999uW
1759346118, 26.016uW
1759346119, 26.024uW
1759346120, 26.025uW
1759346121, 26.040uW
1759346123, 26.051uW
1759346124, 26.068uW
1759346125, 26.084uW
1759346126, 26.098uW
1759346128, 26.111uW
1759346129, 26.122uW
1759346130, 26.121uW
1759346131, 26.115uW
1759346132, 26.099uW
1759346134, 26.087uW
1759346135, 26.074uW
1759346136, 26.074uW
1759346137, 26.067uW
1759346138, 26.058uW
1759346140, 26.051uW
1759346141, 26.034uW
1759346142, 26.028uW
1759346143, 26.026uW
1759346144, 26.024uW
1759346146, 26.025uW
1759346147, 26.020uW
1759346148, 26.007uW
1759346149, 25.990uW
1759346150, 25.978uW
1759346152, 25.963uW
1759346153, 25.964uW
1759346154, 25.954uW
1759346155, 25.955uW
1759346156, 25.960uW
1759346158, 25.966uW
1759346159, 25.973uW
1759346160, 25.976uW
1759346161, 25.989uW
1759346162, 26.001uW
1759346164, 26.003uW
1759346165, 26.009uW
1759346166, 25.988uW
1759346167, 25.983uW
1759346169, 25.970uW
1759346170, 25.969uW
1759346171, 25.959uW
1759346172, 25.962uW
1759346173, 25.952uW
1759346175, 25.952uW
1759346176, 25.943uW
1759346177, 25.932uW
1759346178, 25.928uW
1759346179, 25.925uW
1759346181, 25.928uW
1759346182, 25.918uW
1759346183, 25.921uW
1759346184, 25.910uW
1759346185, 25.885uW
1759346187, 25.879uW
1759346188, 25.875uW
1759346189, 25.873uW
1759346190, 25.868uW
1759346191, 25.861uW
1759346193, 25.856uW
1759346194, 25.849uW
1759346195, 25.852uW
1759346196, 25.842uW
1759346197, 25.838uW
1759346199, 25.834uW
1759346200, 25.842uW
1759346201, 25.849uW
1759346202, 25.848uW
1759346203, 25.856uW
1759346205, 25.849uW
1759346206, 25.842uW
1759346207, 25.852uW
1759346208, 25.854uW
1759346210, 25.856uW
1759346211, 25.861uW
1759346212, 25.870uW
1759346213, 25.878uW
1759346214, 25.888uW
1759346216, 25.899uW
1759346217, 25.909uW
1759346218, 25.925uW
1759346219, 25.944uW
1759346220, 25.952uW
1759346222, 25.966uW
1759346223, 25.981uW
1759346224, 25.986uW
1759346225, 25.980uW
1759346226, 25.982uW
1759346228, 25.993uW
1759346229, 25.998uW
1759346230, 26.003uW
1759346231, 26.002uW
1759346232, 26.018uW
1759346234, 26.022uW
1759346235, 26.027uW
1759346236, 26.024uW
1759346237, 26.020uW
1759346238, 26.003uW
1759346240, 25.992uW
1759346241, 25.985uW
1759346242, 25.989uW
1759346243, 26.003uW
1759346244, 25.999uW
1759346246, 25.995uW
1759346247, 25.990uW
1759346248, 25.987uW
1759346249, 25.982uW
1759346251, 25.973uW
1759346252, 25.974uW
1759346253, 26.002uW
1759346254, 26.015uW
1759346255, 26.020uW
1759346257, 26.038uW
1759346258, 26.051uW
1759346259, 26.057uW
1759346260, 26.056uW
1759346261, 26.040uW
1759346263, 26.036uW
1759346264, 26.023uW
1759346265, 26.006uW
1759346266, 25.999uW
1759346267, 25.995uW
1759346269, 25.994uW
1759346270, 25.987uW
1759346271, 25.992uW
1759346272, 25.995uW
1759346273, 25.995uW
1759346275, 26.002uW
1759346276, 26.015uW
1759346277, 26.026uW
1759346278, 26.037uW
1759346279, 26.041uW
1759346281, 26.045uW
1759346282, 26.047uW
1759346283, 26.049uW
1759346284, 26.071uW
1759346286, 26.085uW
1759346287, 26.091uW
1759346288, 26.101uW
1759346289, 26.097uW
1759346290, 26.096uW
1759346292, 26.108uW
1759346293, 26.119uW
1759346294, 26.123uW
1759346295, 26.127uW
1759346296, 26.128uW
1759346298, 26.152uW
1759346299, 26.151uW
1759346300, 26.153uW
1759346301, 26.149uW
1759346302, 26.143uW
1759346304, 26.154uW
1759346305, 26.159uW
1759346306, 26.162uW
1759346307, 26.167uW
1759346308, 26.186uW
1759346310, 26.191uW
1759346311, 26.214uW
1759346312, 26.212uW
1759346313, 26.229uW
1759346314, 26.239uW
1759346316, 26.242uW
1759346317, 26.242uW
1759346318, 26.231uW
1759346319, 26.224uW
1759346320, 26.222uW
1759346322, 26.220uW
1759346323, 26.215uW
1759346324, 26.198uW
1759346325, 26.188uW
1759346327, 26.180uW
1759346328, 26.172uW
1759346329, 26.163uW
1759346330, 26.157uW
1759346331, 26.151uW
1759346333, 26.154uW
1759346334, 26.148uW
1759346335, 26.147uW
1759346336, 26.144uW
1759346337, 26.145uW
1759346339, 26.151uW
1759346340, 26.157uW
1759346341, 26.172uW
1759346342, 26.176uW
1759346343, 26.181uW
1759346345, 26.202uW
1759346346, 26.202uW
1759346347, 26.200uW
1759346348, 26.214uW
1759346349, 26.221uW
1759346351, 26.236uW
1759346352, 26.234uW
1759346353, 26.253uW
1759346354, 26.264uW
1759346355, 26.274uW
1759346357, 26.278uW
1759346358, 26.280uW
1759346359, 26.294uW
1759346360, 26.300uW
1759346361, 26.313uW
1759346363, 26.326uW
1759346364, 26.323uW
1759346365, 26.323uW
1759346366, 26.324uW
1759346368, 26.332uW
1759346369, 26.341uW
1759346370, 26.346uW
1759346371, 26.346uW
1759346372, 26.346uW
1759346374, 26.339uW
1759346375, 26.338uW
1759346376, 26.337uW
1759346377, 26.327uW
1759346378, 26.332uW
1759346380, 26.321uW
1759346381, 26.315uW
1759346382, 26.298uW
1759346383, 26.306uW
1759346384, 26.308uW
1759346386, 26.299uW
1759346387, 26.276uW
1759346388, 26.271uW
1759346389, 26.257uW
1759346390, 26.258uW
1759346392, 26.263uW
1759346393, 26.266uW
1759346394, 26.266uW
1759346395, 26.275uW
1759346396, 26.281uW
1759346398, 26.287uW
1759346399, 26.274uW
1759346400, 26.276uW
1759346401, 26.282uW
1759346403, 26.290uW
1759346404, 26.288uW
1759346405, 26.271uW
1759346406, 26.262uW
1759346407, 26.248uW
1759346409, 26.239uW
1759346410, 26.227uW
1759346411, 26.220uW
1759346412, 26.228uW
1759346413, 26.231uW
1759346415, 26.235uW
1759346416, 26.227uW
1759346417, 26.209uW
1759346418, 26.203uW
1759346419, 26.191uW
1759346421, 26.178uW
1759346422, 26.166uW
1759346423, 26.140uW
1759346424, 26.131uW
1759346425, 26.120uW
1759346427, 26.113uW
1759346428, 26.099uW
1759346429, 26.089uW
1759346430, 26.085uW
1759346431, 26.084uW
1759346433, 26.071uW
1759346434, 26.069uW
1759346435, 26.073uW
1759346436, 26.092uW
1759346437, 26.110uW
1759346439, 26.135uW
1759346440, 26.149uW
1759346441, 26.159uW
1759346442, 26.167uW
1759346444, 26.178uW
1759346445, 26.184uW
1759346446, 26.193uW
1759346447, 26.204uW
1759346448, 26.198uW
1759346450, 26.204uW
1759346451, 26.223uW
1759346452, 26.231uW
1759346453, 26.233uW
1759346454, 26.242uW
1759346456, 26.245uW
1759346457, 26.236uW
1759346458, 26.239uW
1759346459, 26.249uW
1759346460, 26.254uW
1759346462, 26.248uW
1759346463, 26.248uW
1759346464, 26.248uW
1759346465, 26.261uW
1759346466, 26.272uW
1759346468, 26.279uW
1759346469, 26.271uW
1759346470, 26.259uW
1759346471, 26.247uW
1759346472, 26.240uW
1759346474, 26.226uW
1759346475, 26.212uW
1759346476, 26.219uW
1759346477, 26.216uW
1759346478, 26.209uW
1759346480, 26.207uW
1759346481, 26.198uW
1759346482, 26.190uW
1759346483, 26.196uW
1759346485, 26.198uW
1759346486, 26.205uW
1759346487, 26.211uW
1759346488, 26.220uW
1759346489, 26.218uW
1759346491, 26.207uW
1759346492, 26.201uW
1759346493, 26.213uW
1759346494, 26.226uW
1759346495, 26.224uW
1759346497, 26.226uW
1759346498, 26.231uW
1759346499, 26.227uW
1759346500, 26.223uW
1759346501, 26.218uW
1759346503, 26.221uW
1759346504, 26.230uW
1759346505, 26.229uW
1759346506, 26.225uW
1759346507, 26.238uW
1759346509, 26.247uW
1759346510, 26.261uW
1759346511, 26.273uW
1759346512, 26.263uW
1759346513, 26.268uW
1759346515, 26.282uW
1759346516, 26.275uW
1759346517, 26.281uW
1759346518, 26.285uW
1759346520, 26.290uW
1759346521, 26.284uW
1759346522, 26.266uW
1759346523, 26.257uW
1759346524, 26.247uW
1759346526, 26.247uW
1759346527, 26.238uW
1759346528, 26.225uW
1759346529, 26.222uW
1759346530, 26.222uW
1759346532, 26.222uW
1759346533, 26.225uW
1759346534, 26.225uW
1759346535, 26.231uW
1759346536, 26.234uW
1759346538, 26.248uW
1759346539, 26.253uW
1759346540, 26.254uW
1759346541, 26.254uW
1759346542, 26.246uW
1759346544, 26.248uW
1759346545, 26.243uW
1759346546, 26.248uW
1759346547, 26.254uW
1759346548, 26.250uW
1759346550, 26.236uW
1759346551, 26.207uW
1759346552, 26.204uW
1759346553, 26.203uW
1759346554, 26.203uW
1759346556, 26.204uW
1759346557, 26.203uW
1759346558, 26.201uW
1759346559, 26.202uW
1759346561, 26.200uW
1759346562, 26.202uW
1759346563, 26.200uW
1759346564, 26.199uW
1759346565, 26.199uW
1759346567, 26.195uW
1759346568, 26.181uW
1759346569, 26.164uW
1759346570, 26.143uW
1759346571, 26.132uW
1759346573, 26.121uW
1759346574, 26.113uW
1759346575, 26.112uW
1759346576, 26.108uW
1759346577, 26.097uW
1759346579, 26.085uW
1759346580, 26.085uW
1759346581, 26.090uW
1759346582, 26.086uW
1759346583, 26.100uW
1759346585, 26.111uW
1759346586, 26.122uW
1759346587, 26.127uW
1759346588, 26.129uW
1759346589, 26.126uW
1759346591, 26.121uW
1759346592, 26.113uW
1759346593, 26.100uW
1759346594, 26.088uW
1759346596, 26.096uW
1759346597, 26.088uW
1759346598, 26.085uW
1759346599, 26.084uW
1759346600, 26.085uW
1759346602, 26.092uW
1759346603, 26.089uW
1759346604, 26.078uW
1759346605, 26.075uW
1759346606, 26.078uW
1759346608, 26.078uW
1759346609, 26.079uW
1759346610, 26.075uW
1759346611, 26.072uW
1759346612, 26.077uW
1759346614, 26.073uW
1759346615, 26.060uW
1759346616, 26.054uW
1759346617, 26.043uW
1759346618, 26.036uW
1759346620, 26.030uW
1759346621, 26.012uW
1759346622, 26.010uW
1759346623, 26.008uW
1759346624, 25.997uW
1759346626, 26.001uW
1759346627, 25.995uW
1759346628, 25.979uW
1759346629, 25.968uW
1759346630, 25.972uW
1759346632, 25.972uW
1759346633, 25.964uW
1759346634, 25.962uW
1759346635, 25.952uW
1759346637, 25.951uW
1759346638, 25.938uW
1759346639, 25.936uW
1759346640, 25.937uW
1759346641, 25.937uW
1759346643, 25.954uW
1759346644, 25.961uW
1759346645, 25.976uW
1759346646, 25.986uW
1759346647, 26.005uW
1759346649, 26.018uW
1759346650, 26.034uW
1759346651, 26.020uW
1759346652, 26.036uW
1759346653, 26.056uW
1759346655, 26.068uW
1759346656, 26.077uW
1759346657, 26.089uW
1759346658, 26.101uW
1759346659, 26.091uW
1759346661, 26.108uW
1759346662, 26.124uW
1759346663, 26.128uW
1759346664, 26.138uW
1759346665, 26.148uW
1759346667, 26.140uW
1759346668, 26.138uW
1759346669, 26.120uW
1759346670, 26.101uW
1759346671, 26.087uW
1759346673, 26.070uW
1759346674, 26.059uW
1759346675, 26.061uW
1759346676, 26.050uW
1759346678, 26.028uW
1759346679, 26.018uW
1759346680, 26.014uW
1759346681, 26.008uW
1759346682, 26.012uW
1759346684, 26.006uW
1759346685, 26.002uW
1759346686, 26.005uW
1759346687, 25.999uW
1759346688, 25.991uW
1759346690, 25.978uW
1759346691, 25.961uW
1759346692, 25.949uW
1759346693, 25.949uW
1759346694, 25.937uW
1759346696, 25.926uW
1759346697, 25.925uW
1759346698, 25.924uW
1759346699, 25.932uW
1759346700, 25.932uW
1759346702, 25.928uW
1759346703, 25.927uW
1759346704, 25.918uW
1759346705, 25.917uW
1759346706, 25.909uW
1759346708, 25.894uW
1759346709, 25.890uW
1759346710, 25.886uW
1759346711, 25.883uW
1759346713, 25.881uW
1759346714, 25.877uW
1759346715, 25.872uW
1759346716, 25.868uW
1759346717, 25.860uW
1759346719, 25.867uW
1759346720, 25.865uW
1759346721, 25.860uW
1759346722, 25.854uW
1759346723, 25.853uW
1759346725, 25.859uW
1759346726, 25.861uW
1759346727, 25.864uW
1759346728, 25.859uW
1759346729, 25.858uW
1759346731, 25.862uW
1759346732, 25.868uW
1759346733, 25.872uW
1759346734, 25.878uW
1759346735, 25.888uW
1759346737, 25.910uW
1759346738, 25.934uW
1759346739, 25.954uW
1759346740, 25.967uW
1759346741, 25.975uW
1759346743, 25.968uW
1759346744, 25.981uW
1759346745, 25.988uW
1759346746, 25.987uW
1759346747, 25.985uW
1759346749, 25.986uW
1759346750, 25.985uW
1759346751, 25.982uW
1759346752, 25.973uW
1759346754, 25.962uW
1759346755, 25.954uW
1759346756, 25.950uW
1759346757, 25.951uW
1759346758, 25.953uW
1759346760, 25.942uW
1759346761, 25.939uW
1759346762, 25.929uW
1759346763, 25.926uW
1759346764, 25.922uW
1759346766, 25.919uW
1759346767, 25.914uW
1759346768, 25.900uW
1759346769, 25.905uW
1759346770, 25.909uW
1759346772, 25.912uW
1759346773, 25.918uW
1759346774, 25.933uW
1759346775, 25.948uW
1759346776, 25.954uW
1759346778, 25.969uW
1759346779, 25.980uW
1759346780, 25.998uW
1759346781, 26.006uW
1759346782, 26.028uW
1759346784, 26.043uW
1759346785, 26.052uW
1759346786, 26.063uW
1759346787, 26.081uW
1759346789, 26.085uW
1759346790, 26.089uW
1759346791, 26.083uW
1759346792, 26.082uW
1759346793, 26.091uW
1759346795, 26.100uW
1759346796, 26.116uW
1759346797, 26.123uW
1759346798, 26.143uW
1759346799, 26.152uW
1759346801, 26.163uW
1759346802, 26.169uW
1759346803, 26.174uW
1759346804, 26.186uW
1759346805, 26.186uW
1759346807, 26.171uW
1759346808, 26.175uW
1759346809, 26.177uW
1759346810, 26.183uW
1759346811, 26.182uW
1759346813, 26.192uW
1759346814, 26.200uW
1759346815, 26.216uW
1759346816, 26.223uW
1759346817, 26.227uW
1759346819, 26.242uW
1759346820, 26.260uW
1759346821, 26.272uW
1759346822, 26.269uW
1759346823, 26.269uW
1759346825, 26.288uW
1759346826, 26.290uW
1759346827, 26.298uW
1759346828, 26.305uW
1759346830, 26.308uW
1759346831, 26.311uW
1759346832, 26.302uW
1759346833, 26.294uW
1759346834, 26.283uW
1759346836, 26.269uW
1759346837, 26.255uW
1759346838, 26.245uW
1759346839, 26.246uW
1759346840, 26.233uW
1759346842, 26.235uW
1759346843, 26.231uW
1759346844, 26.217uW
1759346845, 26.200uW
1759346846, 26.196uW
1759346848, 26.191uW
1759346849, 26.191uW
1759346850, 26.192uW
1759346851, 26.200uW
1759346852, 26.205uW
1759346854, 26.205uW
1759346855, 26.207uW
1759346856, 26.227uW
1759346857, 26.242uW
1759346858, 26.247uW
1759346860, 26.263uW
1759346861, 26.279uW
1759346862, 26.294uW
1759346863, 26.290uW
1759346864, 26.302uW
1759346866, 26.308uW
1759346867, 26.325uW
1759346868, 26.325uW
1759346869, 26.332uW
1759346871, 26.344uW
1759346872, 26.334uW
1759346873, 26.383uW
1759346874, 26.421uW
1759346875, 26.431uW
1759346877, 26.440uW
1759346878, 26.423uW
1759346879, 26.403uW
1759346880, 26.380uW
1759346881, 26.373uW
1759346883, 26.356uW
1759346884, 26.348uW
1759346885, 26.344uW
1759346886, 26.329uW
1759346887, 26.324uW
1759346889, 26.304uW
1759346890, 26.280uW
1759346891, 26.256uW
1759346892, 26.249uW
1759346893, 26.233uW
1759346895, 26.216uW
1759346896, 26.214uW
1759346897, 26.213uW
1759346898, 26.205uW
