1760109455, 30.879uW
1760109457, 30.882uW
1760109458, 30.859uW
1760109460, 30.855uW
1760109462, 30.845uW
1760109463, 30.841uW
1760109465, 30.824uW
1760109466, 30.824uW
1760109468, 30.817uW
1760109469, 30.800uW
1760109470, 30.790uW
1760109472, 30.776uW
1760109473, 30.766uW
1760109474, 30.764uW
1760109475, 30.758uW
1760109477, 30.746uW
1760109478, 30.737uW
1760109479, 30.733uW
1760109480, 30.733uW
1760109482, 30.725uW
1760109483, 30.713uW
1760109484, 30.715uW
1760109485, 30.715uW
1760109486, 30.697uW
1760109488, 30.694uW
1760109489, 30.689uW
1760109490, 30.677uW
1760109491, 30.686uW
1760109492, 30.660uW
1760109494, 30.659uW
1760109495, 30.647uW
1760109496, 30.637uW
1760109497, 30.633uW
1760109499, 30.615uW
1760109500, 30.610uW
1760109501, 30.585uW
1760109502, 30.567uW
1760109503, 30.559uW
1760109505, 30.543uW
1760109506, 30.528uW
1760109507, 30.514uW
1760109508, 30.517uW
1760109509, 30.498uW
1760109511, 30.483uW
1760109512, 30.465uW
1760109513, 30.448uW
1760109514, 30.453uW
1760109516, 30.431uW
1760109517, 30.424uW
1760109518, 30.408uW
1760109519, 30.388uW
1760109520, 30.386uW
1760109522, 30.373uW
1760109523, 30.354uW
1760109524, 30.349uW
1760109525, 30.337uW
1760109526, 30.330uW
1760109528, 30.310uW
1760109529, 30.296uW
1760109530, 30.294uW
1760109531, 30.281uW
1760109532, 30.275uW
1760109534, 30.269uW
1760109535, 30.253uW
1760109536, 30.247uW
1760109537, 30.225uW
1760109539, 30.227uW
1760109540, 30.217uW
1760109541, 30.212uW
1760109542, 30.209uW
1760109543, 30.191uW
1760109545, 30.195uW
1760109546, 30.188uW
1760109547, 30.173uW
1760109548, 30.164uW
1760109549, 30.156uW
1760109551, 30.141uW
1760109552, 30.130uW
1760109553, 30.126uW
1760109554, 30.117uW
1760109556, 30.108uW
1760109557, 30.107uW
1760109558, 30.098uW
1760109559, 30.090uW
1760109560, 30.086uW
1760109562, 30.082uW
1760109563, 30.078uW
1760109564, 30.083uW
1760109565, 30.073uW
1760109566, 30.063uW
1760109568, 30.048uW
1760109569, 30.029uW
1760109570, 30.031uW
1760109571, 30.020uW
1760109572, 30.025uW
1760109574, 30.013uW
1760109575, 30.009uW
1760109576, 29.989uW
1760109577, 29.985uW
1760109578, 29.974uW
1760109580, 29.966uW
1760109581, 29.954uW
1760109582, 29.948uW
1760109583, 29.933uW
1760109585, 29.938uW
1760109586, 29.929uW
1760109587, 29.912uW
1760109588, 29.907uW
1760109589, 29.904uW
1760109591, 29.907uW
1760109592, 29.892uW
1760109593, 29.886uW
1760109594, 29.886uW
1760109595, 29.867uW
1760109597, 29.864uW
1760109598, 29.854uW
1760109599, 29.835uW
1760109600, 29.818uW
1760109602, 29.824uW
1760109603, 29.816uW
1760109604, 29.806uW
1760109605, 29.792uW
1760109606, 29.788uW
1760109608, 29.789uW
1760109609, 29.760uW
1760109610, 29.770uW
1760109611, 29.748uW
1760109612, 29.755uW
1760109614, 29.742uW
1760109615, 29.736uW
1760109616, 29.732uW
1760109617, 29.726uW
1760109618, 29.721uW
1760109620, 29.728uW
1760109621, 29.714uW
1760109622, 29.705uW
1760109623, 29.694uW
1760109625, 29.683uW
1760109626, 29.685uW
1760109627, 29.696uW
1760109628, 29.689uW
1760109629, 29.671uW
1760109631, 29.671uW
1760109632, 29.665uW
1760109633, 29.653uW
1760109634, 29.659uW
1760109635, 29.643uW
1760109637, 29.647uW
1760109638, 29.634uW
1760109639, 29.635uW
1760109640, 29.618uW
1760109642, 29.621uW
1760109643, 29.611uW
1760109644, 29.617uW
1760109645, 29.599uW
1760109646, 29.605uW
1760109648, 29.586uW
1760109649, 29.576uW
1760109650, 29.582uW
1760109651, 29.574uW
1760109652, 29.556uW
1760109654, 29.544uW
1760109655, 29.547uW
1760109656, 29.540uW
1760109657, 29.540uW
1760109658, 29.532uW
1760109660, 29.534uW
1760109661, 29.523uW
1760109662, 29.516uW
1760109663, 29.508uW
1760109665, 29.501uW
1760109666, 29.486uW
1760109667, 29.490uW
1760109668, 29.481uW
1760109669, 29.485uW
1760109671, 29.491uW
1760109672, 29.471uW
1760109673, 29.474uW
1760109674, 29.479uW
1760109675, 29.477uW
1760109677, 29.471uW
1760109678, 29.468uW
1760109679, 29.471uW
1760109680, 29.466uW
1760109682, 29.472uW
1760109683, 29.470uW
1760109684, 29.467uW
1760109685, 29.468uW
1760109686, 29.464uW
1760109688, 29.470uW
1760109689, 29.458uW
1760109690, 29.444uW
1760109691, 29.435uW
1760109692, 29.428uW
1760109694, 29.425uW
1760109695, 29.424uW
1760109696, 29.417uW
1760109697, 29.398uW
1760109699, 29.395uW
1760109700, 29.387uW
1760109701, 29.381uW
1760109702, 29.376uW
1760109703, 29.374uW
1760109705, 29.374uW
1760109706, 29.367uW
1760109707, 29.369uW
1760109708, 29.356uW
1760109709, 29.348uW
1760109711, 29.356uW
1760109712, 29.350uW
1760109713, 29.347uW
1760109714, 29.346uW
1760109715, 29.342uW
1760109717, 29.336uW
1760109718, 29.327uW
1760109719, 29.334uW
1760109720, 29.318uW
1760109721, 29.321uW
1760109723, 29.324uW
1760109724, 29.318uW
1760109725, 29.307uW
1760109726, 29.308uW
1760109728, 29.314uW
1760109729, 29.312uW
1760109730, 29.318uW
1760109731, 29.314uW
1760109732, 29.326uW
1760109734, 29.325uW
1760109735, 29.315uW
1760109736, 29.324uW
1760109737, 29.328uW
1760109738, 29.322uW
1760109740, 29.322uW
1760109741, 29.315uW
1760109742, 29.312uW
1760109743, 29.311uW
1760109744, 29.299uW
1760109746, 29.306uW
1760109747, 29.286uW
1760109748, 29.294uW
1760109749, 29.292uW
1760109750, 29.283uW
1760109752, 29.291uW
1760109753, 29.294uW
1760109754, 29.288uW
1760109755, 29.274uW
1760109756, 29.274uW
1760109758, 29.259uW
1760109759, 29.259uW
1760109760, 29.242uW
1760109761, 29.242uW
1760109763, 29.221uW
1760109764, 29.209uW
1760109765, 29.209uW
1760109766, 29.201uW
1760109767, 29.184uW
1760109769, 29.169uW
1760109770, 29.164uW
1760109771, 29.150uW
1760109772, 29.137uW
1760109773, 29.130uW
1760109775, 29.124uW
1760109776, 29.121uW
1760109777, 29.110uW
1760109778, 29.106uW
1760109779, 29.101uW
1760109781, 29.088uW
1760109782, 29.077uW
1760109783, 29.073uW
1760109784, 29.068uW
1760109785, 29.070uW
1760109787, 29.057uW
1760109788, 29.055uW
1760109789, 29.052uW
1760109790, 29.052uW
1760109791, 29.036uW
1760109793, 29.036uW
1760109794, 29.023uW
1760109795, 29.030uW
1760109796, 29.023uW
1760109798, 29.015uW
1760109799, 29.006uW
1760109800, 29.009uW
1760109801, 29.000uW
1760109802, 29.008uW
1760109804, 29.006uW
1760109805, 29.000uW
1760109806, 28.998uW
1760109808, 28.992uW
1760109810, 28.988uW
1760109811, 28.997uW
1760109812, 28.988uW
1760109813, 28.988uW
1760109814, 28.987uW
1760109816, 28.988uW
1760109817, 28.981uW
1760109818, 28.978uW
1760109819, 28.973uW
1760109820, 28.974uW
1760109822, 28.966uW
1760109823, 28.977uW
1760109824, 28.971uW
1760109825, 28.970uW
1760109827, 28.962uW
1760109828, 28.968uW
1760109829, 28.957uW
1760109830, 28.966uW
1760109831, 28.949uW
1760109833, 28.956uW
1760109834, 28.957uW
1760109835, 28.953uW
1760109836, 28.944uW
1760109837, 28.935uW
1760109839, 28.926uW
1760109840, 28.916uW
1760109841, 28.909uW
1760109842, 28.896uW
1760109844, 28.890uW
1760109845, 28.896uW
1760109846, 28.888uW
1760109847, 28.884uW
1760109848, 28.876uW
1760109850, 28.890uW
1760109851, 28.890uW
1760109852, 28.910uW
1760109853, 28.914uW
1760109854, 28.933uW
1760109856, 28.944uW
1760109857, 28.933uW
1760109858, 28.946uW
1760109859, 28.940uW
1760109860, 28.946uW
1760109862, 28.942uW
1760109863, 28.941uW
1760109864, 28.933uW
1760109865, 28.942uW
1760109867, 28.947uW
1760109868, 28.950uW
1760109869, 28.945uW
1760109870, 28.948uW
1760109871, 28.948uW
1760109873, 28.933uW
1760109874, 28.947uW
1760109875, 28.955uW
1760109876, 28.946uW
1760109877, 28.946uW
1760109879, 28.947uW
1760109880, 28.949uW
1760109881, 28.941uW
1760109882, 28.940uW
1760109884, 28.944uW
1760109885, 28.935uW
1760109886, 28.913uW
1760109887, 28.921uW
1760109888, 28.901uW
1760109890, 28.891uW
1760109891, 28.888uW
1760109892, 28.881uW
1760109893, 28.877uW
1760109894, 28.869uW
1760109896, 28.863uW
1760109897, 28.869uW
1760109898, 28.853uW
1760109899, 28.854uW
1760109901, 28.843uW
1760109902, 28.839uW
1760109903, 28.838uW
1760109904, 28.831uW
1760109905, 28.836uW
1760109907, 28.828uW
1760109908, 28.844uW
1760109909, 28.841uW
1760109910, 28.840uW
1760109911, 28.842uW
1760109913, 28.848uW
1760109914, 28.846uW
1760109915, 28.861uW
1760109916, 28.855uW
1760109918, 28.856uW
1760109919, 28.858uW
1760109920, 28.853uW
1760109921, 28.847uW
1760109922, 28.848uW
1760109924, 28.838uW
1760109925, 28.838uW
1760109926, 28.832uW
1760109927, 28.831uW
1760109928, 28.833uW
1760109930, 28.832uW
1760109931, 28.818uW
1760109932, 28.815uW
1760109933, 28.806uW
1760109934, 28.811uW
1760109936, 28.806uW
1760109937, 28.806uW
1760109938, 28.801uW
1760109939, 28.788uW
1760109941, 28.790uW
1760109942, 28.770uW
1760109943, 28.770uW
1760109944, 28.766uW
1760109945, 28.770uW
1760109947, 28.762uW
1760109948, 28.762uW
1760109949, 28.750uW
1760109950, 28.742uW
1760109951, 28.741uW
1760109953, 28.742uW
1760109954, 28.743uW
1760109955, 28.734uW
1760109956, 28.736uW
1760109957, 28.730uW
1760109959, 28.733uW
1760109960, 28.735uW
1760109961, 28.741uW
1760109962, 28.728uW
1760109964, 28.727uW
1760109965, 28.716uW
1760109966, 28.713uW
1760109967, 28.717uW
1760109968, 28.713uW
1760109970, 28.712uW
1760109971, 28.698uW
1760109972, 28.706uW
1760109973, 28.705uW
1760109974, 28.705uW
1760109976, 28.703uW
1760109977, 28.698uW
1760109978, 28.706uW
1760109979, 28.704uW
1760109981, 28.712uW
1760109982, 28.708uW
1760109983, 28.706uW
1760109984, 28.713uW
1760109985, 28.712uW
1760109987, 28.708uW
1760109988, 28.706uW
1760109989, 28.707uW
1760109990, 28.707uW
1760109991, 28.712uW
1760109993, 28.727uW
1760109994, 28.724uW
1760109995, 28.733uW
1760109996, 28.728uW
1760109998, 28.731uW
1760109999, 28.728uW
1760110000, 28.745uW
1760110001, 28.736uW
1760110002, 28.741uW
1760110004, 28.756uW
1760110005, 28.754uW
1760110006, 28.746uW
1760110007, 28.764uW
1760110008, 28.770uW
1760110010, 28.770uW
1760110011, 28.768uW
1760110012, 28.767uW
1760110013, 28.761uW
1760110014, 28.774uW
1760110016, 28.774uW
1760110017, 28.778uW
1760110018, 28.784uW
1760110019, 28.785uW
1760110021, 28.793uW
1760110022, 28.812uW
1760110023, 28.804uW
1760110024, 28.814uW
1760110025, 28.811uW
1760110027, 28.809uW
1760110028, 28.806uW
1760110029, 28.809uW
1760110030, 28.816uW
1760110031, 28.818uW
1760110033, 28.821uW
1760110034, 28.820uW
1760110035, 28.826uW
1760110036, 28.827uW
1760110038, 28.825uW
1760110039, 28.833uW
1760110040, 28.839uW
1760110041, 28.846uW
1760110042, 28.852uW
1760110044, 28.850uW
1760110045, 28.853uW
1760110046, 28.850uW
1760110047, 28.854uW
1760110048, 28.855uW
1760110050, 28.844uW
1760110051, 28.845uW
1760110052, 28.849uW
1760110053, 28.863uW
1760110054, 28.876uW
1760110056, 28.870uW
1760110057, 28.876uW
1760110058, 28.888uW
1760110059, 28.891uW
1760110061, 28.901uW
1760110062, 28.898uW
1760110063, 28.896uW
1760110064, 28.907uW
1760110065, 28.908uW
1760110067, 28.912uW
1760110068, 28.918uW
1760110069, 28.923uW
1760110070, 28.926uW
1760110071, 28.921uW
1760110073, 28.923uW
1760110074, 28.927uW
1760110075, 28.927uW
1760110076, 28.927uW
1760110077, 28.929uW
1760110079, 28.927uW
1760110080, 28.933uW
1760110081, 28.914uW
1760110082, 28.913uW
1760110084, 28.910uW
1760110085, 28.901uW
1760110086, 28.885uW
1760110087, 28.891uW
1760110088, 28.881uW
1760110090, 28.866uW
1760110091, 28.860uW
1760110092, 28.854uW
1760110093, 28.846uW
1760110094, 28.847uW
1760110096, 28.854uW
1760110097, 28.861uW
1760110098, 28.871uW
1760110099, 28.890uW
1760110101, 28.909uW
1760110102, 28.916uW
1760110103, 28.941uW
1760110104, 28.958uW
1760110105, 28.986uW
1760110107, 28.992uW
1760110108, 29.001uW
1760110109, 29.013uW
1760110110, 29.021uW
1760110111, 29.034uW
1760110113, 29.039uW
1760110114, 29.042uW
1760110115, 29.043uW
1760110116, 29.030uW
1760110117, 29.033uW
1760110119, 29.038uW
1760110120, 29.036uW
1760110121, 29.031uW
1760110122, 29.024uW
1760110124, 29.027uW
1760110125, 29.023uW
1760110126, 29.022uW
1760110127, 29.031uW
1760110128, 29.011uW
1760110130, 29.017uW
1760110131, 29.009uW
1760110132, 29.009uW
1760110133, 29.013uW
1760110134, 29.017uW
1760110136, 29.018uW
1760110137, 29.016uW
1760110138, 29.010uW
1760110139, 29.011uW
1760110140, 29.004uW
1760110142, 29.009uW
1760110143, 29.021uW
1760110144, 29.018uW
1760110145, 29.015uW
1760110147, 29.022uW
1760110148, 29.020uW
1760110149, 29.020uW
1760110150, 29.017uW
1760110151, 29.021uW
1760110153, 29.027uW
1760110154, 29.033uW
1760110155, 29.014uW
1760110156, 29.012uW
1760110157, 29.017uW
1760110159, 29.029uW
1760110160, 29.040uW
1760110161, 29.029uW
1760110162, 29.038uW
1760110164, 29.027uW
1760110165, 29.037uW
1760110166, 29.028uW
1760110167, 29.032uW
1760110168, 29.021uW
1760110170, 29.028uW
1760110171, 29.012uW
1760110172, 29.010uW
1760110173, 28.996uW
1760110174, 28.998uW
1760110176, 28.987uW
1760110177, 28.978uW
1760110178, 28.973uW
1760110179, 28.972uW
1760110181, 28.958uW
1760110182, 28.953uW
1760110183, 28.933uW
1760110184, 28.927uW
1760110185, 28.920uW
1760110187, 28.898uW
1760110188, 28.901uW
1760110189, 28.905uW
1760110190, 28.897uW
1760110191, 28.869uW
1760110193, 28.866uW
1760110194, 28.870uW
1760110195, 28.851uW
1760110196, 28.840uW
1760110197, 28.846uW
1760110199, 28.833uW
1760110200, 28.819uW
1760110201, 28.820uW
1760110202, 28.816uW
1760110204, 28.808uW
1760110205, 28.812uW
1760110206, 28.818uW
1760110207, 28.805uW
1760110208, 28.806uW
1760110210, 28.812uW
1760110211, 28.795uW
1760110212, 28.796uW
1760110213, 28.799uW
1760110214, 28.795uW
1760110216, 28.787uW
1760110217, 28.787uW
1760110218, 28.778uW
1760110219, 28.770uW
1760110221, 28.763uW
1760110222, 28.757uW
1760110223, 28.764uW
1760110224, 28.760uW
1760110225, 28.746uW
1760110227, 28.757uW
1760110228, 28.742uW
1760110229, 28.736uW
1760110230, 28.737uW
1760110231, 28.737uW
1760110233, 28.732uW
1760110234, 28.746uW
1760110235, 28.733uW
1760110236, 28.736uW
1760110238, 28.725uW
1760110239, 28.732uW
1760110240, 28.731uW
1760110241, 28.732uW
1760110242, 28.729uW
1760110244, 28.734uW
1760110245, 28.740uW
1760110246, 28.745uW
1760110247, 28.738uW
1760110248, 28.744uW
1760110250, 28.736uW
1760110251, 28.744uW
1760110252, 28.736uW
1760110253, 28.729uW
1760110255, 28.728uW
1760110256, 28.733uW
1760110257, 28.725uW
1760110258, 28.726uW
1760110259, 28.718uW
1760110261, 28.716uW
1760110262, 28.715uW
1760110263, 28.711uW
1760110264, 28.710uW
1760110265, 28.712uW
1760110267, 28.708uW
1760110268, 28.715uW
1760110269, 28.708uW
1760110270, 28.708uW
1760110272, 28.696uW
1760110273, 28.701uW
1760110274, 28.691uW
1760110275, 28.683uW
1760110276, 28.681uW
1760110278, 28.673uW
1760110279, 28.673uW
1760110280, 28.679uW
1760110281, 28.668uW
1760110282, 28.671uW
1760110284, 28.669uW
1760110285, 28.664uW
1760110286, 28.673uW
1760110287, 28.665uW
1760110288, 28.674uW
1760110290, 28.665uW
1760110291, 28.672uW
1760110292, 28.660uW
1760110293, 28.667uW
1760110295, 28.670uW
1760110296, 28.657uW
1760110297, 28.663uW
1760110298, 28.662uW
1760110299, 28.670uW
1760110301, 28.664uW
1760110302, 28.658uW
1760110303, 28.659uW
1760110304, 28.657uW
1760110305, 28.660uW
1760110307, 28.660uW
1760110308, 28.662uW
1760110309, 28.663uW
1760110310, 28.666uW
1760110312, 28.669uW
1760110313, 28.661uW
1760110314, 28.663uW
1760110315, 28.663uW
1760110316, 28.667uW
1760110318, 28.667uW
1760110319, 28.663uW
1760110320, 28.659uW
1760110321, 28.657uW
1760110322, 28.655uW
1760110324, 28.656uW
1760110325, 28.649uW
1760110326, 28.648uW
1760110327, 28.642uW
1760110329, 28.638uW
1760110330, 28.641uW
1760110331, 28.637uW
1760110332, 28.641uW
1760110333, 28.631uW
1760110335, 28.632uW
1760110336, 28.632uW
1760110337, 28.624uW
1760110338, 28.623uW
1760110339, 28.627uW
1760110341, 28.622uW
1760110342, 28.618uW
1760110343, 28.609uW
1760110344, 28.614uW
1760110345, 28.617uW
1760110347, 28.611uW
1760110348, 28.597uW
1760110349, 28.610uW
1760110350, 28.605uW
1760110352, 28.602uW
1760110353, 28.601uW
1760110354, 28.605uW
1760110355, 28.591uW
1760110356, 28.591uW
1760110358, 28.590uW
1760110359, 28.583uW
1760110360, 28.579uW
1760110361, 28.587uW
1760110362, 28.580uW
1760110364, 28.584uW
1760110365, 28.578uW
1760110366, 28.575uW
1760110367, 28.582uW
1760110369, 28.573uW
1760110370, 28.567uW
1760110371, 28.571uW
1760110372, 28.565uW
1760110373, 28.563uW
1760110375, 28.556uW
1760110376, 28.555uW
1760110377, 28.562uW
1760110378, 28.571uW
1760110379, 28.558uW
1760110381, 28.557uW
1760110382, 28.561uW
1760110383, 28.560uW
1760110384, 28.563uW
1760110386, 28.563uW
1760110387, 28.564uW
1760110388, 28.568uW
1760110389, 28.551uW
1760110390, 28.554uW
1760110392, 28.553uW
1760110393, 28.559uW
1760110394, 28.553uW
1760110395, 28.550uW
1760110396, 28.545uW
1760110398, 28.546uW
1760110399, 28.541uW
1760110400, 28.545uW
1760110401, 28.541uW
1760110402, 28.531uW
1760110404, 28.538uW
1760110405, 28.525uW
1760110406, 28.527uW
1760110407, 28.523uW
1760110409, 28.526uW
1760110410, 28.516uW
1760110411, 28.541uW
1760110412, 28.526uW
1760110413, 28.522uW
1760110415, 28.521uW
1760110416, 28.514uW
1760110417, 28.514uW
1760110418, 28.512uW
1760110419, 28.511uW
1760110421, 28.501uW
1760110422, 28.498uW
1760110423, 28.502uW
1760110424, 28.498uW
1760110426, 28.496uW
1760110427, 28.502uW
1760110428, 28.500uW
1760110429, 28.495uW
1760110430, 28.497uW
1760110432, 28.498uW
1760110433, 28.495uW
1760110434, 28.486uW
1760110435, 28.494uW
1760110436, 28.483uW
1760110438, 28.485uW
1760110439, 28.485uW
1760110440, 28.481uW
1760110441, 28.494uW
1760110442, 28.480uW
1760110444, 28.473uW
1760110445, 28.480uW
1760110446, 28.476uW
1760110447, 28.472uW
1760110449, 28.463uW
1760110450, 28.474uW
1760110451, 28.449uW
1760110452, 28.454uW
1760110453, 28.455uW
1760110455, 28.441uW
1760110456, 28.452uW
1760110457, 28.461uW
1760110458, 28.445uW
1760110459, 28.448uW
1760110461, 28.443uW
1760110462, 28.441uW
1760110463, 28.434uW
1760110464, 28.432uW
1760110465, 28.435uW
1760110467, 28.439uW
1760110468, 28.438uW
1760110469, 28.435uW
1760110470, 28.446uW
1760110472, 28.444uW
1760110473, 28.432uW
1760110474, 28.439uW
1760110475, 28.434uW
1760110476, 28.433uW
1760110478, 28.437uW
1760110479, 28.441uW
1760110480, 28.435uW
1760110481, 28.425uW
1760110482, 28.431uW
1760110484, 28.426uW
1760110485, 28.421uW
1760110486, 28.422uW
1760110487, 28.420uW
1760110489, 28.417uW
1760110490, 28.420uW
1760110491, 28.418uW
1760110492, 28.401uW
1760110493, 28.413uW
1760110495, 28.407uW
1760110496, 28.417uW
1760110497, 28.410uW
1760110498, 28.414uW
1760110499, 28.420uW
1760110501, 28.418uW
1760110502, 28.427uW
1760110503, 28.433uW
1760110504, 28.435uW
1760110505, 28.423uW
1760110507, 28.442uW
1760110508, 28.444uW
1760110509, 28.456uW
1760110510, 28.459uW
1760110512, 28.476uW
1760110513, 28.482uW
1760110514, 28.482uW
1760110515, 28.485uW
1760110516, 28.487uW
1760110518, 28.499uW
1760110519, 28.508uW
1760110520, 28.515uW
1760110521, 28.522uW
1760110522, 28.528uW
1760110524, 28.528uW
1760110525, 28.533uW
1760110526, 28.542uW
1760110527, 28.554uW
1760110528, 28.555uW
1760110530, 28.558uW
1760110531, 28.557uW
1760110532, 28.548uW
1760110533, 28.543uW
1760110535, 28.550uW
1760110536, 28.557uW
1760110537, 28.542uW
1760110538, 28.545uW
1760110539, 28.548uW
1760110541, 28.536uW
1760110542, 28.542uW
1760110543, 28.542uW
1760110544, 28.541uW
1760110545, 28.538uW
1760110547, 28.534uW
1760110548, 28.537uW
1760110549, 28.532uW
1760110550, 28.528uW
1760110552, 28.527uW
1760110553, 28.512uW
1760110554, 28.522uW
1760110555, 28.508uW
1760110556, 28.504uW
1760110558, 28.495uW
1760110559, 28.500uW
1760110560, 28.493uW
1760110561, 28.481uW
1760110562, 28.475uW
1760110564, 28.480uW
1760110565, 28.478uW
1760110566, 28.493uW
1760110567, 28.478uW
1760110568, 28.473uW
1760110570, 28.468uW
1760110571, 28.476uW
1760110572, 28.468uW
1760110573, 28.466uW
1760110575, 28.474uW
1760110576, 28.481uW
1760110577, 28.485uW
1760110578, 28.493uW
1760110579, 28.499uW
1760110581, 28.508uW
1760110582, 28.520uW
1760110583, 28.519uW
1760110584, 28.545uW
1760110585, 28.547uW
1760110587, 28.562uW
1760110588, 28.580uW
1760110589, 28.588uW
1760110590, 28.596uW
1760110591, 28.615uW
1760110593, 28.612uW
1760110594, 28.621uW
1760110595, 28.634uW
1760110596, 28.641uW
1760110598, 28.658uW
1760110599, 28.661uW
1760110600, 28.663uW
1760110601, 28.665uW
1760110602, 28.670uW
1760110604, 28.667uW
1760110605, 28.689uW
1760110606, 28.682uW
1760110607, 28.675uW
1760110608, 28.681uW
1760110610, 28.669uW
1760110611, 28.672uW
1760110612, 28.662uW
1760110613, 28.660uW
1760110615, 28.664uW
1760110616, 28.656uW
1760110617, 28.655uW
1760110618, 28.653uW
1760110619, 28.641uW
1760110621, 28.640uW
1760110622, 28.643uW
1760110623, 28.632uW
1760110624, 28.641uW
1760110625, 28.639uW
1760110627, 28.637uW
1760110628, 28.640uW
1760110629, 28.646uW
1760110630, 28.641uW
1760110632, 28.634uW
1760110633, 28.640uW
1760110634, 28.637uW
1760110635, 28.632uW
1760110636, 28.624uW
1760110638, 28.627uW
1760110639, 28.637uW
1760110640, 28.630uW
1760110641, 28.613uW
1760110642, 28.620uW
1760110644, 28.618uW
1760110645, 28.615uW
1760110646, 28.603uW
1760110647, 28.594uW
1760110648, 28.598uW
1760110650, 28.588uW
1760110651, 28.589uW
1760110652, 28.584uW
1760110653, 28.588uW
1760110655, 28.589uW
1760110656, 28.584uW
1760110657, 28.596uW
1760110658, 28.603uW
1760110659, 28.603uW
1760110661, 28.609uW
1760110662, 28.604uW
1760110663, 28.617uW
1760110664, 28.610uW
1760110665, 28.601uW
1760110667, 28.607uW
1760110668, 28.622uW
1760110669, 28.629uW
1760110670, 28.629uW
1760110671, 28.631uW
